43, Self-emp-inc,130126, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K,37-47,43-100
44, Local-gov,150171, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,37-47,38-43
39, Private,127772, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,44, United-States, >50K,37-47,43-100
18, Private,240330, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K,17-28,0-38
17, Private,187308, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K,17-28,0-38
42, Private,132481, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K,37-47,0-38
28, ?,157813, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,58, Canada, <=50K,17-28,43-100
34, Private,79637, Bachelors,13, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,28-17,38-43
55, Self-emp-not-inc,141409, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K,47-90,43-100
67, Private,160456, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
39, Private,305597, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,37-47,38-43
46, Self-emp-not-inc,320421, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K,37-47,0-38
23, State-gov,93076, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K,17-28,38-43
58, Self-emp-not-inc,35723, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,47-90,43-100
37, Private,178136, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K,28-17,38-43
42, Private,306496, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
28, State-gov,225904, Prof-school,15, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K,17-28,38-43
31, Private,162572, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
27, Private,184078, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,17-28,38-43
64, Private,342494, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
19, Private,343200, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K,17-28,0-38
41, Self-emp-not-inc,27305, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States, >50K,37-47,38-43
28, Self-emp-not-inc,204984, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K,17-28,43-100
31, Private,226756, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K,28-17,38-43
40, Private,47902, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
36, State-gov,137421, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,37, Hong, <=50K,28-17,0-38
44, Private,169397, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,37-47,38-43
29, Local-gov,45554, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,28-17,38-43
36, Local-gov,196529, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,28-17,38-43
43, Private,91209, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,37-47,38-43
37, Local-gov,118909, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K,28-17,0-38
41, Private,179875, 11th,7, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K,37-47,38-43
80, ?,29020, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,10605,0,10, United-States, >50K,47-90,0-38
22, Private,123876, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K,17-28,0-38
41, Self-emp-not-inc,147110, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K,37-47,0-38
22, Private,109039, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K,17-28,43-100
56, Private,182273, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
25, ?,178960, 11th,7, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,17-28,38-43
55, Self-emp-not-inc,53566, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K,47-90,0-38
44, Private,403782, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K,37-47,43-100
29, Local-gov,30069, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,2635,0,40, United-States, <=50K,28-17,38-43
17, Private,152696, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K,17-28,0-38
36, Private,180686, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K,28-17,43-100
30, Private,348592, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K,28-17,43-100
51, Private,138852, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, El-Salvador, >50K,47-90,38-43
30, Local-gov,47085, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
40, Federal-gov,163215, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, ?, <=50K,37-47,38-43
66, Private,180211, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K,47-90,0-38
46, Local-gov,14878, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,37-47,38-43
37, Private,103323, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
38, ?,281768, 7th-8th,4, Divorced, ?, Unmarried, Black, Female,0,0,30, United-States, <=50K,37-47,0-38
26, State-gov,234190, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K,17-28,0-38
46, Private,120131, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K,37-47,0-38
29, Private,202182, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,28-17,43-100
23, Private,330571, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K,17-28,0-38
34, Private,182274, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,40, United-States, >50K,28-17,38-43
47, Private,141511, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,37-47,43-100
29, Private,180299, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K,28-17,0-38
34, Private,236318, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K,28-17,38-43
19, Private,316797, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, Mexico, <=50K,17-28,43-100
27, Private,205440, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,17-28,38-43
42, Self-emp-inc,184018, HS-grad,9, Divorced, Sales, Unmarried, White, Male,1151,0,50, United-States, <=50K,37-47,43-100
42, Local-gov,226020, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,60, ?, <=50K,37-47,43-100
33, Self-emp-not-inc,102884, Bachelors,13, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K,28-17,0-38
59, Private,271571, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K,47-90,43-100
48, Private,172709, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K,47-90,38-43
51, Private,220537, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
46, Self-emp-inc,192779, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K,37-47,43-100
30, State-gov,111883, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
42, Self-emp-inc,287037, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K,37-47,0-38
44, Private,107584, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,3908,0,50, United-States, <=50K,37-47,43-100
35, Private,119098, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
41, Private,33310, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,37-47,38-43
58, Private,137506, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
28, Private,120135, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,17-28,38-43
41, Self-emp-inc,120277, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?, <=50K,37-47,38-43
43, Private,118001, 7th-8th,4, Separated, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K,37-47,38-43
40, Local-gov,333530, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,37-47,38-43
48, Federal-gov,215389, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K,47-90,38-43
24, Private,170070, Assoc-acdm,12, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K,17-28,0-38
51, Private,196501, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States, >50K,47-90,43-100
47, Private,76612, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,37-47,43-100
60, Private,243829, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K,47-90,43-100
32, State-gov,147215, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K,28-17,43-100
30, Private,229504, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,28-17,43-100
32, Private,283400, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,28-17,38-43
28, Private,292536, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K,17-28,43-100
43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K,37-47,43-100
20, Private,81145, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K,17-28,0-38
35, Private,24106, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,28-17,38-43
51, Private,183611, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, Germany, <=50K,47-90,43-100
51, Private,200576, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
66, ?,299616, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
57, ?,300104, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,7298,0,84, United-States, >50K,47-90,43-100
60, Self-emp-not-inc,184362, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States, <=50K,47-90,0-38
20, Private,105686, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,17-28,38-43
23, ?,343553, 11th,7, Never-married, ?, Not-in-family, Black, Male,0,0,40, United-States, <=50K,17-28,38-43
61, Private,51385, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K,47-90,43-100
40, Private,224658, Some-college,10, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K,37-47,38-43
54, Federal-gov,439608, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
32, Private,213179, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K,28-17,38-43
40, Private,183404, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K,37-47,0-38
39, Private,261504, 12th,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,37-47,38-43
47, ?,178013, 10th,6, Married-civ-spouse, ?, Wife, White, Female,0,0,20, Cuba, <=50K,37-47,0-38
48, Private,47343, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
30, Private,235124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,40, United-States, >50K,28-17,38-43
33, Private,159888, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
46, Private,295566, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Female,25236,0,65, United-States, >50K,37-47,43-100
34, Self-emp-not-inc,198664, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,70, South, >50K,28-17,43-100
23, Local-gov,129232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,17-28,38-43
46, Self-emp-not-inc,165754, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K,37-47,43-100
39, Private,111129, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
79, Self-emp-inc,183686, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K,47-90,0-38
24, Private,184839, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,17-28,38-43
50, Local-gov,234143, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K,47-90,43-100
52, Private,137658, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K,47-90,38-43
24, Private,217226, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K,17-28,0-38
21, Private,221418, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
49, Private,379779, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
42, Private,190543, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K,37-47,38-43
33, Private,204742, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K,28-17,43-100
25, Private,207875, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K,17-28,38-43
21, Private,165107, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
25, ?,178960, 11th,7, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,17-28,38-43
54, Private,101017, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
37, Private,69481, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
40, Local-gov,101795, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,42, United-States, <=50K,37-47,38-43
26, Private,102476, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,10520,0,64, United-States, >50K,17-28,43-100
34, Private,144798, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,28-17,38-43
58, Private,154950, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
51, Private,205884, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K,47-90,38-43
24, Private,149396, Some-college,10, Never-married, Other-service, Other-relative, Black, Female,0,0,30, Haiti, <=50K,17-28,0-38
31, Private,309974, Some-college,10, Separated, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K,28-17,38-43
43, Private,60001, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,44, United-States, >50K,37-47,43-100
28, Local-gov,149991, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,42, United-States, >50K,17-28,38-43
29, Local-gov,177398, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,28-17,38-43
42, Private,242564, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2205,40, United-States, <=50K,37-47,38-43
62, Private,113080, 7th-8th,4, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,47-90,38-43
39, Private,114079, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
31, Private,19302, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,28-17,38-43
52, Private,163678, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K,47-90,43-100
20, Private,212668, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K,17-28,0-38
35, Private,150217, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, Poland, <=50K,28-17,0-38
35, Private,99357, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,30, United-States, >50K,28-17,0-38
24, Private,254293, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,45, United-States, <=50K,17-28,43-100
30, Private,122889, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K,28-17,43-100
21, Private,197747, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K,17-28,0-38
26, Local-gov,337867, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K,17-28,38-43
30, Local-gov,327825, HS-grad,9, Divorced, Protective-serv, Own-child, White, Female,0,0,32, United-States, <=50K,28-17,0-38
27, Private,146719, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K,17-28,0-38
19, ?,124651, 11th,7, Never-married, ?, Own-child, Black, Male,0,0,25, United-States, <=50K,17-28,0-38
44, Private,115562, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
23, Private,210526, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,17-28,38-43
35, Private,214816, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,28-17,38-43
42, Self-emp-not-inc,178780, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,37-47,43-100
70, Self-emp-inc,232871, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K,47-90,0-38
65, Private,274916, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,47-90,38-43
46, Self-emp-not-inc,51271, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386,0,70, United-States, <=50K,37-47,43-100
43, Private,315971, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K,37-47,43-100
56, Private,139616, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K,47-90,43-100
19, Private,235909, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K,17-28,0-38
26, Private,402998, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58, United-States, >50K,17-28,43-100
32, Private,270335, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Philippines, >50K,28-17,38-43
35, Private,231180, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K,28-17,43-100
40, Self-emp-inc,37997, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K,37-47,43-100
45, Private,185385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
33, Private,322873, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K,28-17,43-100
49, Private,124604, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K,47-90,0-38
66, ?,212759, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,6767,0,20, United-States, <=50K,47-90,0-38
23, ?,283806, 9th,5, Divorced, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K,17-28,0-38
61, Private,173924, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico, >50K,47-90,38-43
38, Private,276559, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States, >50K,37-47,43-100
54, State-gov,166774, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K,47-90,43-100
30, Private,151868, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
42, Private,22831, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,37-47,38-43
17, Private,211870, 9th,5, Never-married, Other-service, Not-in-family, White, Male,0,0,6, United-States, <=50K,17-28,0-38
43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K,37-47,43-100
41, State-gov,227734, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,40, United-States, <=50K,37-47,38-43
42, Local-gov,186909, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K,37-47,43-100
45, Private,368561, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,37-47,43-100
41, Self-emp-not-inc,66632, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
21, Private,207103, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,17-28,38-43
20, Private,203263, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K,17-28,0-38
32, Private,209103, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K,28-17,0-38
63, Private,106023, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
25, Private,164488, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, <=50K,17-28,38-43
68, Self-emp-not-inc,234859, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K,47-90,0-38
45, Private,174794, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,56, Germany, <=50K,37-47,43-100
36, Private,184659, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,52, United-States, <=50K,28-17,43-100
41, State-gov,73199, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,37-47,38-43
31, Private,207685, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,34, United-States, <=50K,28-17,0-38
47, Private,344157, 11th,7, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
46, Local-gov,297759, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,37-47,38-43
23, Local-gov,115244, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K,17-28,43-100
35, Private,168322, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
21, Private,312956, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K,17-28,38-43
30, Private,272669, Some-college,10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,28-17,38-43
42, Local-gov,137232, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,50, United-States, <=50K,37-47,43-100
51, Private,138847, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
18, Private,96483, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K,17-28,0-38
36, Private,183739, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40, United-States, <=50K,28-17,38-43
35, Private,144937, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K,28-17,38-43
50, Private,98350, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,47-90,38-43
36, Private,184655, 10th,6, Divorced, Transport-moving, Unmarried, White, Male,0,0,48, United-States, <=50K,28-17,43-100
45, Private,191914, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,55, United-States, <=50K,37-47,43-100
41, Private,178983, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K,37-47,38-43
29, Private,124680, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,13550,0,35, United-States, >50K,28-17,0-38
30, Private,177304, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K,28-17,38-43
24, Private,29810, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
33, Private,164707, Assoc-acdm,12, Never-married, Exec-managerial, Unmarried, White, Female,2174,0,55, ?, <=50K,28-17,43-100
40, Self-emp-inc,225165, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
62, Private,110586, Some-college,10, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K,47-90,38-43
24, Private,141113, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,2580,0,40, United-States, <=50K,17-28,38-43
51, ?,203953, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
35, Private,189382, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
25, Private,182227, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K,17-28,0-38
